locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBHNIBC_00357	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
JDBHNIBC_00358	CDS	474	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
JDBHNIBC_00359	CDS	1227	macA		COG0845	Macrolide export protein MacA
JDBHNIBC_00360	CDS	1146	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
JDBHNIBC_00361	CDS	801	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JDBHNIBC_00362	CDS	771				hypothetical protein
JDBHNIBC_00363	CDS	852				hypothetical protein
JDBHNIBC_00364	CDS	525	exbD		COG0848	Biopolymer transport protein ExbD
JDBHNIBC_00365	CDS	960	tolQ_2			Tol-Pal system protein TolQ
JDBHNIBC_00366	CDS	159				hypothetical protein
JDBHNIBC_00367	CDS	468				hypothetical protein
JDBHNIBC_00368	CDS	378				hypothetical protein
JDBHNIBC_00369	CDS	354				hypothetical protein
JDBHNIBC_00370	CDS	432				hypothetical protein
JDBHNIBC_00371	CDS	1443				hypothetical protein
JDBHNIBC_00372	CDS	192				hypothetical protein
JDBHNIBC_00373	CDS	573	ecfG			ECF RNA polymerase sigma factor EcfG
JDBHNIBC_00374	CDS	228				hypothetical protein
JDBHNIBC_00375	CDS	795	phyR			Phyllosphere-induced regulator PhyR
JDBHNIBC_00376	CDS	165				hypothetical protein
JDBHNIBC_00377	CDS	1008				hypothetical protein
JDBHNIBC_00378	CDS	426	fur_1		COG0735	Ferric uptake regulation protein
JDBHNIBC_00379	tRNA	75				tRNA-Glu(ctc)
JDBHNIBC_00380	CDS	477				hypothetical protein
JDBHNIBC_00381	CDS	1044	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JDBHNIBC_00382	CDS	912	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
JDBHNIBC_00383	CDS	495	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
JDBHNIBC_00384	CDS	2187	glcB	2.3.3.9	COG2225	Malate synthase G
JDBHNIBC_00385	CDS	876	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
JDBHNIBC_00386	CDS	645	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
JDBHNIBC_00387	CDS	573				hypothetical protein
JDBHNIBC_00388	CDS	519	dsbB_1			Disulfide bond formation protein B
JDBHNIBC_00389	CDS	591				hypothetical protein
JDBHNIBC_00390	CDS	1464	davD	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
JDBHNIBC_00391	CDS	822	xynR		COG1414	HTH-type transcriptional regulator XynR
JDBHNIBC_00392	rRNA	1482				16S ribosomal RNA
JDBHNIBC_00393	tRNA	77				tRNA-Ile(gat)
JDBHNIBC_00394	tRNA	76				tRNA-Ala(tgc)
JDBHNIBC_00395	rRNA	2902				23S ribosomal RNA
JDBHNIBC_00396	rRNA	110				5S ribosomal RNA
JDBHNIBC_00397	tRNA	77				tRNA-Met(cat)
JDBHNIBC_00398	CDS	1392	alkJ_3	1.1.99.-		Alcohol dehydrogenase [acceptor]
JDBHNIBC_00399	CDS	246	betA_2	1.2.1.8		Oxygen-dependent choline dehydrogenase
JDBHNIBC_00400	CDS	318				hypothetical protein
JDBHNIBC_00401	CDS	1695	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JDBHNIBC_00402	CDS	1005	rbsC_1		COG1172	Ribose import permease protein RbsC
JDBHNIBC_00403	CDS	990	thpA		COG1879	D-threitol-binding protein
JDBHNIBC_00404	CDS	477	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JDBHNIBC_00405	CDS	258	dthD	1.1.1.403	COG1028	D-threitol dehydrogenase
JDBHNIBC_00406	CDS	993	dhaK-2	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase 2, dihydroxyacetone-binding subunit DhaK
JDBHNIBC_00407	CDS	642	dhaL-2_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
JDBHNIBC_00408	CDS	2085				hypothetical protein
JDBHNIBC_00409	CDS	648	dhaL-2_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
JDBHNIBC_00410	CDS	282				hypothetical protein
JDBHNIBC_00411	CDS	1431				hypothetical protein
JDBHNIBC_00412	CDS	609				hypothetical protein
JDBHNIBC_00413	CDS	615				hypothetical protein
JDBHNIBC_00414	CDS	1761				hypothetical protein
JDBHNIBC_00415	CDS	795	hdhA_1	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
JDBHNIBC_00416	CDS	915	hdhA_2	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
JDBHNIBC_00417	tRNA	74				tRNA-Gln(ctg)
JDBHNIBC_00418	CDS	129				hypothetical protein
JDBHNIBC_00419	CDS	129				hypothetical protein
JDBHNIBC_00420	CDS	129				hypothetical protein
JDBHNIBC_00421	CDS	237				hypothetical protein
JDBHNIBC_00422	CDS	1290	icl	4.1.3.1	COG2224	Isocitrate lyase
JDBHNIBC_00423	CDS	132	ramB_1		COG1396	HTH-type transcriptional regulator RamB
JDBHNIBC_00424	CDS	1269	ramB_2		COG1396	HTH-type transcriptional regulator RamB
JDBHNIBC_00425	CDS	1104	spuD		COG0687	Putrescine-binding periplasmic protein SpuD
JDBHNIBC_00426	CDS	1146	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JDBHNIBC_00427	CDS	912	potH_1		COG1176	Putrescine transport system permease protein PotH
JDBHNIBC_00428	CDS	822	ydcV_1			Inner membrane ABC transporter permease protein YdcV
JDBHNIBC_00429	CDS	1938				hypothetical protein
JDBHNIBC_00430	CDS	3108	pdhS	2.7.13.3		Cell-division control histidine kinase PdhS
JDBHNIBC_00431	tRNA	77				tRNA-His(gtg)
JDBHNIBC_00432	CDS	783				hypothetical protein
JDBHNIBC_00433	tRNA	77				tRNA-Met(cat)
JDBHNIBC_00434	CDS	957	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
JDBHNIBC_00435	CDS	1125	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
JDBHNIBC_00436	CDS	393				hypothetical protein
JDBHNIBC_00437	CDS	699	ctrA			Cell cycle response regulator CtrA
JDBHNIBC_00438	CDS	630	chpT	2.7.99.-		Protein phosphotransferase ChpT
JDBHNIBC_00439	CDS	597				hypothetical protein
JDBHNIBC_00440	CDS	912				hypothetical protein
JDBHNIBC_00441	CDS	429				hypothetical protein
JDBHNIBC_00442	CDS	276				hypothetical protein
JDBHNIBC_00443	CDS	138				hypothetical protein
JDBHNIBC_00444	CDS	1197	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JDBHNIBC_00445	CDS	831	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
JDBHNIBC_00446	CDS	348				hypothetical protein
JDBHNIBC_00447	CDS	1017	dppA_1		COG0747	Periplasmic dipeptide transport protein
JDBHNIBC_00448	CDS	561	dppA_2		COG0747	Periplasmic dipeptide transport protein
JDBHNIBC_00449	CDS	1008	dppB_1		COG0601	Dipeptide transport system permease protein DppB
JDBHNIBC_00450	CDS	909	dppC_1		COG1173	Dipeptide transport system permease protein DppC
JDBHNIBC_00451	CDS	849	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
JDBHNIBC_00452	CDS	849	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
JDBHNIBC_00453	CDS	1047	gbuA_2	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
JDBHNIBC_00454	CDS	837	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
JDBHNIBC_00455	CDS	969				hypothetical protein
JDBHNIBC_00456	CDS	1191				hypothetical protein
JDBHNIBC_00457	CDS	966				hypothetical protein
JDBHNIBC_00458	CDS	1083				L-lactate transporter
JDBHNIBC_00459	CDS	225				hypothetical protein
JDBHNIBC_00460	CDS	171				hypothetical protein
JDBHNIBC_00461	CDS	462	lrp_1		COG1522	Leucine-responsive regulatory protein
JDBHNIBC_00462	CDS	2196	menF_1	5.4.4.2		Isochorismate synthase MenF
JDBHNIBC_00463	CDS	909	fieF		COG0053	Ferrous-iron efflux pump FieF
JDBHNIBC_00464	CDS	1728	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
JDBHNIBC_00465	CDS	903	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
JDBHNIBC_00466	CDS	456	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
JDBHNIBC_00467	CDS	684				hypothetical protein
JDBHNIBC_00468	CDS	984	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
JDBHNIBC_00469	CDS	507				hypothetical protein
JDBHNIBC_00470	CDS	2259				hypothetical protein
JDBHNIBC_00471	CDS	2850				hypothetical protein
JDBHNIBC_00472	CDS	933				hypothetical protein
JDBHNIBC_00473	CDS	1008				hypothetical protein
JDBHNIBC_00474	CDS	666				hypothetical protein
JDBHNIBC_00475	CDS	624	nudL	3.6.1.-		putative Nudix hydrolase NudL
JDBHNIBC_00476	CDS	1272	cca	2.7.7.72		CCA-adding enzyme
JDBHNIBC_00477	CDS	603				hypothetical protein
JDBHNIBC_00478	CDS	288				hypothetical protein
JDBHNIBC_00479	CDS	495				hypothetical protein
JDBHNIBC_00480	CDS	912	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
JDBHNIBC_00481	CDS	261				hypothetical protein
JDBHNIBC_00482	CDS	1038				hypothetical protein
JDBHNIBC_00483	CDS	480	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
JDBHNIBC_00484	CDS	1881	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_00485	CDS	1866	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_00486	CDS	564	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
JDBHNIBC_00487	CDS	1299	fbcH_1		COG1290	Cytochrome b/c1
JDBHNIBC_00488	CDS	873	fbcH_2		COG1290	Cytochrome b/c1
JDBHNIBC_00489	CDS	546	apt	2.4.2.7		Adenine phosphoribosyltransferase
JDBHNIBC_00490	CDS	483				hypothetical protein
JDBHNIBC_00491	CDS	501				hypothetical protein
JDBHNIBC_00492	CDS	1104	ychF		COG0012	Ribosome-binding ATPase YchF
JDBHNIBC_00493	CDS	753	pth	3.1.1.29		Peptidyl-tRNA hydrolase
JDBHNIBC_00494	CDS	624	rplY		COG1825	50S ribosomal protein L25
JDBHNIBC_00495	CDS	1542				hypothetical protein
JDBHNIBC_00496	CDS	933	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JDBHNIBC_00497	CDS	543				hypothetical protein
JDBHNIBC_00498	CDS	1152	doeA	3.5.4.44	COG0006	Ectoine hydrolase
JDBHNIBC_00499	CDS	852	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
JDBHNIBC_00500	CDS	1098				hypothetical protein
JDBHNIBC_00501	CDS	846	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
JDBHNIBC_00502	CDS	321	ubiK			Ubiquinone biosynthesis accessory factor UbiK
JDBHNIBC_00503	CDS	501				hypothetical protein
JDBHNIBC_00504	CDS	348	csaA		COG0073	putative chaperone CsaA
JDBHNIBC_00505	CDS	1344	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBHNIBC_00506	CDS	708	ompR_1			Transcriptional regulatory protein OmpR
JDBHNIBC_00507	CDS	540				hypothetical protein
JDBHNIBC_00508	CDS	282				hypothetical protein
JDBHNIBC_00509	CDS	657	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
JDBHNIBC_00510	CDS	504				hypothetical protein
JDBHNIBC_00511	CDS	582				hypothetical protein
JDBHNIBC_00512	CDS	804				hypothetical protein
JDBHNIBC_00513	CDS	2823	uvrB			UvrABC system protein B
JDBHNIBC_00514	CDS	756				hypothetical protein
JDBHNIBC_00515	CDS	390		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
JDBHNIBC_00516	CDS	912				hypothetical protein
JDBHNIBC_00517	CDS	351				hypothetical protein
JDBHNIBC_00518	CDS	912				hypothetical protein
JDBHNIBC_00519	CDS	1056				hypothetical protein
JDBHNIBC_00520	CDS	474	greA_1		COG0782	Transcription elongation factor GreA
JDBHNIBC_00521	CDS	1065	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JDBHNIBC_00522	CDS	471	lrp_2		COG1522	Leucine-responsive regulatory protein
JDBHNIBC_00523	CDS	1401	trkI		COG0168	Trk system potassium uptake protein TrkI
JDBHNIBC_00524	CDS	975		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
JDBHNIBC_00525	CDS	906	gltR		COG0583	HTH-type transcriptional regulator GltR
JDBHNIBC_00526	CDS	216				hypothetical protein
JDBHNIBC_00527	CDS	186				hypothetical protein
JDBHNIBC_00528	CDS	1203	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
JDBHNIBC_00529	CDS	612	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JDBHNIBC_00530	CDS	210	cspA_1		COG1278	Cold shock protein CspA
JDBHNIBC_00531	CDS	441				hypothetical protein
JDBHNIBC_00532	CDS	1866	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
JDBHNIBC_00533	CDS	3489	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
JDBHNIBC_00534	CDS	540				hypothetical protein
JDBHNIBC_00535	CDS	519				hypothetical protein
JDBHNIBC_00536	CDS	927				hypothetical protein
JDBHNIBC_00537	CDS	1224	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
JDBHNIBC_00538	CDS	453	yqeY		COG1610	putative protein YqeY
JDBHNIBC_00539	CDS	1035				hypothetical protein
JDBHNIBC_00540	CDS	630				hypothetical protein
JDBHNIBC_00541	CDS	2046	dnaG	2.7.7.-		DNA primase
JDBHNIBC_00542	CDS	2019	rpoD		COG0568	RNA polymerase sigma factor RpoD
JDBHNIBC_00543	CDS	291				hypothetical protein
JDBHNIBC_00544	CDS	459				hypothetical protein
JDBHNIBC_00545	CDS	345				hypothetical protein
JDBHNIBC_00546	CDS	753			COG2968	26 kDa periplasmic immunogenic protein
JDBHNIBC_00547	tRNA	77				tRNA-Met(cat)
JDBHNIBC_00548	CDS	495				hypothetical protein
JDBHNIBC_00549	CDS	573				hypothetical protein
JDBHNIBC_00550	CDS	354				hypothetical protein
JDBHNIBC_00551	CDS	576				hypothetical protein
JDBHNIBC_00552	CDS	120				hypothetical protein
JDBHNIBC_00553	CDS	855				hypothetical protein
JDBHNIBC_00554	CDS	1104	yxeI		COG3049	putative protein YxeI
JDBHNIBC_00555	CDS	267				hypothetical protein
JDBHNIBC_00556	CDS	1062				hypothetical protein
JDBHNIBC_00557	CDS	630	pncA	3.5.1.19	COG1335	Nicotinamidase
JDBHNIBC_00558	CDS	222				hypothetical protein
JDBHNIBC_00559	CDS	1119	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
JDBHNIBC_00560	CDS	1248		1.14.13.239		Carnitine monooxygenase oxygenase subunit
JDBHNIBC_00561	CDS	243				hypothetical protein
JDBHNIBC_00562	CDS	429				hypothetical protein
JDBHNIBC_00563	CDS	414				hypothetical protein
JDBHNIBC_00564	CDS	255				hypothetical protein
JDBHNIBC_00565	CDS	945		3.1.1.23	COG2267	Monoacylglycerol lipase
JDBHNIBC_00566	CDS	1650	ettA		COG0488	Energy-dependent translational throttle protein EttA
JDBHNIBC_00567	CDS	666	tam_1	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
JDBHNIBC_00568	CDS	1341	kgtP			Alpha-ketoglutarate permease
JDBHNIBC_00569	CDS	324				hypothetical protein
JDBHNIBC_00570	CDS	1026	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JDBHNIBC_00571	CDS	825	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
JDBHNIBC_00572	CDS	936				hypothetical protein
JDBHNIBC_00573	CDS	1080				Tn3 family transposase TnXax1
JDBHNIBC_00574	CDS	834				hypothetical protein
JDBHNIBC_00575	CDS	405				hypothetical protein
JDBHNIBC_00576	CDS	711	djlA		COG1076	Co-chaperone protein DjlA
JDBHNIBC_00577	CDS	807				hypothetical protein
JDBHNIBC_00578	CDS	645	emtA	4.2.2.-		Endo-type membrane-bound lytic murein transglycosylase A
JDBHNIBC_00579	CDS	1290	mntH			Divalent metal cation transporter MntH
JDBHNIBC_00580	CDS	1044	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JDBHNIBC_00581	CDS	414				hypothetical protein
JDBHNIBC_00582	CDS	1824	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
JDBHNIBC_00583	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JDBHNIBC_00584	CDS	1446	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JDBHNIBC_00585	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JDBHNIBC_00586	CDS	1404	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JDBHNIBC_00587	CDS	1158	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
JDBHNIBC_00588	CDS	1140	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JDBHNIBC_00589	CDS	1416	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JDBHNIBC_00590	CDS	969	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JDBHNIBC_00591	CDS	927	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
JDBHNIBC_00592	CDS	936	ftsQ			Cell division protein FtsQ
JDBHNIBC_00593	CDS	1323	ftsA		COG0849	Cell division protein FtsA
JDBHNIBC_00594	CDS	1617	ftsZ			Cell division protein FtsZ
JDBHNIBC_00595	CDS	861	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
JDBHNIBC_00596	CDS	864	bamD		COG4105	Outer membrane protein assembly factor BamD
JDBHNIBC_00597	CDS	1680	recN		COG0497	DNA repair protein RecN
JDBHNIBC_00598	CDS	2160	ligA	6.5.1.2	COG0272	DNA ligase
JDBHNIBC_00599	CDS	705				hypothetical protein
JDBHNIBC_00600	CDS	1827				hypothetical protein
JDBHNIBC_00601	CDS	858	prmC_2	2.1.1.297		Release factor glutamine methyltransferase
JDBHNIBC_00602	CDS	591				hypothetical protein
JDBHNIBC_00603	CDS	690	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JDBHNIBC_00604	CDS	498				hypothetical protein
JDBHNIBC_00605	CDS	2577	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
JDBHNIBC_00606	CDS	1077				hypothetical protein
JDBHNIBC_00607	CDS	510				hypothetical protein
JDBHNIBC_00608	CDS	1407		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
JDBHNIBC_00609	CDS	138				hypothetical protein
JDBHNIBC_00610	CDS	3744				hypothetical protein
JDBHNIBC_00611	CDS	252				hypothetical protein
JDBHNIBC_00612	CDS	201				hypothetical protein
JDBHNIBC_00613	CDS	177				hypothetical protein
JDBHNIBC_00614	CDS	570				hypothetical protein
JDBHNIBC_00615	CDS	825				hypothetical protein
JDBHNIBC_00616	CDS	1272	mdtL			Multidrug resistance protein MdtL
JDBHNIBC_00617	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
JDBHNIBC_00618	CDS	312				hypothetical protein
JDBHNIBC_00619	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
JDBHNIBC_00620	CDS	519				IS1595 family transposase ISSsu9
JDBHNIBC_00621	CDS	1155	hflK		COG0330	Modulator of FtsH protease HflK
JDBHNIBC_00622	CDS	903	hflC		COG0330	Modulator of FtsH protease HflC
JDBHNIBC_00623	CDS	186				hypothetical protein
JDBHNIBC_00624	CDS	1575	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
JDBHNIBC_00625	CDS	1182			COG2081	putative protein
JDBHNIBC_00626	CDS	900				hypothetical protein
JDBHNIBC_00627	CDS	933	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JDBHNIBC_00628	CDS	1824	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
JDBHNIBC_00629	CDS	573	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
JDBHNIBC_00630	CDS	1122	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
JDBHNIBC_00631	CDS	399				hypothetical protein
JDBHNIBC_00632	CDS	741	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
JDBHNIBC_00633	CDS	1956	kup			Low affinity potassium transport system protein kup
JDBHNIBC_00634	CDS	642				hypothetical protein
JDBHNIBC_00635	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
JDBHNIBC_00636	CDS	183				hypothetical protein
JDBHNIBC_00637	CDS	1233	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
JDBHNIBC_00638	CDS	423				hypothetical protein
JDBHNIBC_00639	CDS	1110				hypothetical protein
JDBHNIBC_00640	CDS	705				hypothetical protein
JDBHNIBC_00641	CDS	927	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
JDBHNIBC_00642	CDS	435				hypothetical protein
JDBHNIBC_00643	CDS	1026				hypothetical protein
JDBHNIBC_00644	CDS	390	crcB_1		COG0239	Putative fluoride ion transporter CrcB
JDBHNIBC_00645	CDS	813	crcB_2			Putative fluoride ion transporter CrcB
JDBHNIBC_00646	CDS	378	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_00647	CDS	333	nikO	3.6.3.-	COG1122	Nickel import ATP-binding protein NikO
JDBHNIBC_00648	CDS	765	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
JDBHNIBC_00649	CDS	627				hypothetical protein
JDBHNIBC_00650	CDS	186				hypothetical protein
JDBHNIBC_00651	CDS	192				hypothetical protein
JDBHNIBC_00652	CDS	759				hypothetical protein
JDBHNIBC_00653	CDS	1050			COG4413	Urea transporter
JDBHNIBC_00654	CDS	909	ureD_1			Urease accessory protein UreD
JDBHNIBC_00655	CDS	639	ureG_1		COG0378	Urease accessory protein UreG
JDBHNIBC_00656	CDS	732	ureF_1		COG0830	Urease accessory protein UreF
JDBHNIBC_00657	CDS	606	ureE			Urease accessory protein UreE
JDBHNIBC_00658	CDS	1722	ureC	3.5.1.5		Urease subunit alpha
JDBHNIBC_00659	CDS	480	ureB	3.5.1.5	COG0832	Urease subunit beta
JDBHNIBC_00660	CDS	303	ureA2	3.5.1.5		Urease subunit gamma 2
JDBHNIBC_00661	CDS	174				hypothetical protein
JDBHNIBC_00662	CDS	1296				hypothetical protein
JDBHNIBC_00663	CDS	1068				hypothetical protein
JDBHNIBC_00664	CDS	447				hypothetical protein
JDBHNIBC_00665	CDS	1581	rbbA_1		COG0842	Ribosome-associated ATPase
JDBHNIBC_00666	CDS	801	rbbA_2		COG0842	Ribosome-associated ATPase
JDBHNIBC_00667	CDS	1113	yhhJ		COG0842	Inner membrane transport permease YhhJ
JDBHNIBC_00668	CDS	2094	btuB_1		COG4206	Vitamin B12 transporter BtuB
JDBHNIBC_00669	CDS	840				hypothetical protein
JDBHNIBC_00670	CDS	1002	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
JDBHNIBC_00671	CDS	777	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
JDBHNIBC_00672	CDS	1116	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
JDBHNIBC_00673	CDS	417				hypothetical protein
JDBHNIBC_00674	CDS	513				hypothetical protein
JDBHNIBC_00675	CDS	1131	rbsC_2		COG1172	Ribose import permease protein RbsC
JDBHNIBC_00676	CDS	780	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
JDBHNIBC_00677	CDS	810	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JDBHNIBC_00678	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
JDBHNIBC_00679	CDS	540				hypothetical protein
JDBHNIBC_00680	tRNA	76				tRNA-Lys(ctt)
JDBHNIBC_00681	CDS	663	yabI		COG0586	Inner membrane protein YabI
JDBHNIBC_00682	CDS	1569				hypothetical protein
JDBHNIBC_00683	CDS	186				hypothetical protein
JDBHNIBC_00684	CDS	1005	cysP		COG4150	Thiosulfate-binding protein
JDBHNIBC_00685	CDS	867	cysT_1		COG0555	Sulfate transport system permease protein CysT
JDBHNIBC_00686	CDS	831	cysW_1		COG4208	Sulfate transport system permease protein CysW
JDBHNIBC_00687	CDS	315				hypothetical protein
JDBHNIBC_00688	CDS	972				hypothetical protein
JDBHNIBC_00689	CDS	1860	ybaL		COG1226	Putative cation/proton antiporter YbaL
JDBHNIBC_00690	CDS	2538	secDF_1		COG0341	Protein translocase subunit SecDF
JDBHNIBC_00691	CDS	468				hypothetical protein
JDBHNIBC_00692	CDS	2577				hypothetical protein
JDBHNIBC_00693	CDS	291				hypothetical protein
JDBHNIBC_00694	CDS	2325	dmg	1.5.3.10		Dimethylglycine oxidase
JDBHNIBC_00695	CDS	96				hypothetical protein
JDBHNIBC_00696	CDS	999	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
JDBHNIBC_00697	CDS	921	hdfR_2			HTH-type transcriptional regulator HdfR
JDBHNIBC_00698	CDS	891	mmsB	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
JDBHNIBC_00699	CDS	1158	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JDBHNIBC_00700	CDS	1452	cobQ			Cobyric acid synthase
JDBHNIBC_00701	CDS	189				hypothetical protein
JDBHNIBC_00702	CDS	717				hypothetical protein
JDBHNIBC_00703	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
JDBHNIBC_00704	CDS	1050	yciC_1		COG0523	Putative metal chaperone YciC
JDBHNIBC_00705	CDS	3792	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
JDBHNIBC_00706	CDS	639	cobO	2.5.1.17		Corrinoid adenosyltransferase
JDBHNIBC_00707	CDS	429				hypothetical protein
